Data,Venda,Produto,Ano,Mes,Faturamento
2019-02-18,18134.024490086824,Produto A,2019,2,39931.829702557334
2019-02-19,18423.055970094032,Produto A,2019,2,40553.24738457283
2019-02-20,15133.2123361184,Produto A,2019,2,33480.083571525225
2019-02-21,23331.506056849248,Produto A,2019,2,51106.41507109654
2019-02-22,13675.080491560992,Produto A,2019,2,30345.100105726793
2019-02-23,19332.954748495995,Produto A,2019,2,42509.52975813705
2019-02-24,16576.106025899942,Produto A,2019,2,36582.305004555536
2019-02-25,21754.3122863557,Produto A,2019,2,47715.44846453542
2019-02-26,18129.36885449689,Produto A,2019,2,39921.82008603897
2019-02-27,15424.607240513702,Produto A,2019,2,34106.582615975116
2019-02-28,20078.200161968507,Produto A,2019,2,44111.80739710295
2019-03-01,21922.604093201822,Produto A,2019,3,48077.275849254576
2019-03-02,20461.596543983236,Produto A,2019,3,44936.10961843462
2019-03-03,21414.38152307324,Produto A,2019,3,46984.59732347813
2019-03-04,17631.60738571627,Produto A,2019,3,38851.63292816064
2019-03-05,18728.251171743934,Produto A,2019,3,41209.417068120114
2019-03-06,17477.60471188071,Produto A,2019,3,38520.52717941419
2019-03-07,18741.124333699296,Produto A,2019,3,41237.09436632414
2019-03-08,16909.515313104494,Produto A,2019,3,37299.13497204532
2019-03-09,13222.27085178469,Produto A,2019,3,29371.559380207746
2019-03-10,20909.446762420648,Produto A,2019,3,45898.987588075055
2019-03-11,18570.60857959104,Produto A,2019,3,40870.48549499139
2019-03-12,13610.259074951111,Produto A,2019,3,30205.73406001555
2019-03-13,22061.714747813083,Produto A,2019,3,48376.36375666879
2019-03-14,16529.329204620466,Produto A,2019,3,36481.73483880466
2019-03-15,20402.755508224807,Produto A,2019,3,44809.601391553995
2019-03-16,23137.06769007289,Produto A,2019,3,50688.37258252737
2019-03-17,20713.83299363842,Produto A,2019,3,45478.417985193264
2019-03-18,24793.89996418585,Produto A,2019,3,54250.56197187024
2019-03-19,15206.77333741195,Produto A,2019,3,33638.23972430635
2019-03-20,21817.655547074944,Produto A,2019,3,47851.63647508179
2019-03-21,17427.736852783015,Produto A,2019,3,38413.31128235414
2019-03-22,16676.721111603558,Produto A,2019,3,36798.62743881831
2019-03-23,17855.605053681287,Produto A,2019,3,39333.227914285424
2019-03-24,18934.950875269667,Produto A,2019,3,41653.821430700445
2019-03-25,20419.79565192371,Produto A,2019,3,44846.23770050663
2019-03-26,15488.12494291681,Produto A,2019,3,34243.1456761418
2019-03-27,23830.537354321004,Produto A,2019,3,52179.33236066082
2019-03-28,22073.3449316316,Produto A,2019,3,48401.3686518786
2019-03-29,13989.64799481257,Produto A,2019,3,31021.42023771769
2019-03-30,26202.56235854663,Produto A,2019,3,57279.186119745915
2019-03-31,27848.600492811493,Produto A,2019,3,60818.16810841537
2019-04-01,24953.91190834267,Produto A,2019,4,54594.5876518074
2019-04-02,19467.463512989732,Produto A,2019,4,42798.723601798585
2019-04-03,15870.300914340432,Produto A,2019,4,35064.824014702586
2019-04-04,24451.87607334793,Produto A,2019,4,53515.210606568704
2019-04-05,18565.9714881223,Produto A,2019,4,40860.51574833361
2019-04-06,25130.233194204244,Produto A,2019,4,54973.678416409784
2019-04-07,21035.01436147436,Produto A,2019,4,46168.95792604054
2019-04-08,24137.66842932123,Produto A,2019,4,52839.6641719113
2019-04-09,21633.007511790238,Produto A,2019,4,47454.64319921967
2019-04-10,23047.142453159086,Produto A,2019,4,50495.033323162694
2019-04-11,20236.399083670676,Produto A,2019,4,44451.93507876261
2019-04-12,27405.345054391764,Produto A,2019,4,59865.16891581295
2019-04-13,20706.471030337216,Produto A,2019,4,45462.589764095675
2019-04-14,21817.233049589704,Produto A,2019,4,47850.728105488524
2019-04-15,27798.162514713153,Produto A,2019,4,60709.72645550394
2019-04-16,14751.748911106799,Produto A,2019,4,32659.93720775028
2019-04-17,15063.781576114607,Produto A,2019,4,33330.80743751706
2019-04-18,24108.423907542052,Produto A,2019,4,52776.78845008607
2019-04-19,15456.927690149023,Produto A,2019,4,34176.07158269106
2019-04-20,28042.342347651847,Produto A,2019,4,61234.71309632213
2019-04-21,18523.806555692143,Produto A,2019,4,40769.86114360877
2019-04-22,17175.77747140222,Produto A,2019,4,37871.59861238543
2019-04-23,27958.839902927797,Produto A,2019,4,61055.18284016542
2019-04-24,26172.318727812206,Produto A,2019,4,57214.1623136669
2019-04-25,27735.20308220249,Produto A,2019,4,60574.363675606015
2019-04-26,23852.608330116007,Produto A,2019,4,52226.784958620075
2019-04-27,16716.370683749108,Produto A,2019,4,36883.874018931245
2019-04-28,27906.842280613902,Produto A,2019,4,60943.38795219055
2019-04-29,19111.802388098327,Produto A,2019,4,42034.05218328206
2019-04-30,23434.31892622584,Produto A,2019,4,51327.46274025621
2019-05-01,24020.003445870392,Produto A,2019,5,52586.684457492
2019-05-02,19569.06924409921,Produto A,2019,5,43017.17592368396
2019-05-03,22674.65249745747,Produto A,2019,5,49694.179918404225
2019-05-04,23918.87053978564,Produto A,2019,5,52369.24870940978
2019-05-05,21715.00629480643,Produto A,2019,5,47630.94058270448
2019-05-06,15755.619607621024,Produto A,2019,5,34818.25920525586
2019-05-07,21399.285747444053,Produto A,2019,5,46952.14140587537
2019-05-08,25550.946250822228,Produto A,2019,5,55878.21148813845
2019-05-09,17390.334982404747,Produto A,2019,5,38332.89726104087
2019-05-10,19590.775726156862,Produto A,2019,5,43063.844860107914
2019-05-11,18437.849958148032,Produto A,2019,5,40585.054458888924
2019-05-12,27662.32693559958,Produto A,2019,5,60417.679960409754
2019-05-13,22909.726228816216,Produto A,2019,5,50199.58844082552
2019-05-14,21840.330894741604,Produto A,2019,5,47900.38847256511
2019-05-15,17086.078891389814,Produto A,2019,5,37678.74666535876
2019-05-16,22372.48823443636,Produto A,2019,5,49044.52675290884
2019-05-17,17472.04471626552,Produto A,2019,5,38508.573188841525
2019-05-18,20323.53179431183,Produto A,2019,5,44639.270406641095
2019-05-19,17627.45353550608,Produto A,2019,5,38842.70215020873
2019-05-20,22926.43764499397,Produto A,2019,5,50235.517985607694
2019-05-21,22523.273717491134,Produto A,2019,5,49368.715541476595
2019-05-22,19353.88962497606,Produto A,2019,5,42554.539742569184
2019-05-23,21794.075105727723,Produto A,2019,5,47800.938526185266
2019-05-24,15781.217627746215,Produto A,2019,5,34873.29494852502
2019-05-25,14173.301840654764,Produto A,2019,5,31416.276006278404
2019-05-26,21969.2636897062,Produto A,2019,5,48177.59398173899
2019-05-27,20868.027574314274,Produto A,2019,5,45809.93633364635
2019-05-28,22759.256942170327,Produto A,2019,5,49876.07947453686
2019-05-29,29818.138600900595,Produto A,2019,5,65052.675040806935
2019-05-30,24008.80816846729,Produto A,2019,5,52562.61461107533
2019-05-31,16509.023853656487,Produto A,2019,5,36438.07833423211
2019-06-01,24706.51177133105,Produto A,2019,6,54062.67735723242
2019-06-02,14882.36587635448,Produto A,2019,6,32940.76368303279
2019-06-03,18332.121365758205,Produto A,2019,6,40357.7379852508
2019-06-04,19920.44039769914,Produto A,2019,6,43772.62390392381
2019-06-05,27114.47791002014,Produto A,2019,6,59239.80455541396
2019-06-06,17188.680028568397,Produto A,2019,6,37899.33911029271
2019-06-07,16858.8411808949,Produto A,2019,6,37190.185587794695
2019-06-08,19798.448706370105,Produto A,2019,6,43510.34176756639
2019-06-09,17516.87467966981,Produto A,2019,6,38604.95761016075
2019-06-10,24745.35585346608,Produto A,2019,6,54146.19213382273
2019-06-11,15835.236569228497,Produto A,2019,6,34989.43567271193
2019-06-12,15562.521581563968,Produto A,2019,6,34403.09844923319
2019-06-13,18428.08265932197,Produto A,2019,6,40564.0547664129
2019-06-14,18184.944964104474,Produto A,2019,6,40041.30872169528
2019-06-15,27987.450433312988,Produto A,2019,6,61116.69548049358
2019-06-16,24029.76121836622,Produto A,2019,6,52607.66366835803
2019-06-17,20549.531912713403,Produto A,2019,6,45125.17066120447
2019-06-18,15247.691374963782,Produto A,2019,6,33726.21350504279
2019-06-19,23605.53769870945,Produto A,2019,6,51695.583101095974
2019-06-20,16157.130427240934,Produto A,2019,6,35681.50746743867
2019-06-21,13958.214311212005,Produto A,2019,6,30953.837817976473
2019-06-22,24993.264301518593,Produto A,2019,6,54679.19529713564
2019-06-23,21475.814266952544,Produto A,2019,6,47116.677722818626
2019-06-24,23914.427930426944,Produto A,2019,6,52359.69709928859
2019-06-25,21483.02226258392,Produto A,2019,6,47132.17491342608
2019-06-26,23655.882010863068,Produto A,2019,6,51803.82337222625
2019-06-27,17567.15865425401,Produto A,2019,6,38713.06815551678
2019-06-28,16019.727404874331,Produto A,2019,6,35386.09096935047
2019-06-29,22948.27866482121,Produto A,2019,6,50282.47617823626
2019-06-30,16951.831776066032,Produto A,2019,6,37390.115367412625
2019-07-01,17412.59799744469,Produto A,2019,7,38380.76274337674
2019-07-02,18357.55975079697,Produto A,2019,7,40412.43051308414
2019-07-03,20267.58084414318,Produto A,2019,7,44518.9758637785
2019-07-04,18767.57258635843,Produto A,2019,7,41293.95810954129
2019-07-05,14644.946677178039,Produto A,2019,7,32430.312404803448
2019-07-06,17598.068889360788,Produto A,2019,7,38779.52516099635
2019-07-07,11218.898071317764,Produto A,2019,7,25064.30790220386
2019-07-08,22721.684599247783,Produto A,2019,7,49795.29893725339
2019-07-09,13727.891186659952,Produto A,2019,7,30458.643100189558
2019-07-10,15737.500075387916,Produto A,2019,7,34779.30221095468
2019-07-11,20407.642590055813,Produto A,2019,7,44820.10861749066
2019-07-12,17210.644620571875,Produto A,2019,7,37946.56298310019
2019-07-13,26427.692936252402,Produto A,2019,7,57763.21686181332
2019-07-14,14976.443798536717,Produto A,2019,7,33143.0312157246
2019-07-15,21275.351410432,Produto A,2019,7,46685.68258129946
2019-07-16,20038.375979997374,Produto A,2019,7,44026.18540586501
2019-07-17,15480.238456121046,Produto A,2019,7,34226.18972953091
2019-07-18,22309.991155227217,Produto A,2019,7,48910.15803260917
2019-07-19,19504.295914524562,Produto A,2019,7,42877.91326509847
2019-07-20,23313.490245800793,Produto A,2019,7,51067.681077342364
2019-07-21,23522.309773705547,Produto A,2019,7,51516.643062337585
2019-07-22,28932.146763195426,Produto A,2019,7,63147.79258974082
2019-07-23,25593.89985982415,Produto A,2019,7,55970.561747492575
2019-07-24,18706.243738388413,Produto A,2019,7,41162.101086405746
2019-07-25,19230.38688094841,Produto A,2019,7,42289.00884290974
2019-07-26,24637.425448192163,Produto A,2019,7,53914.14176248381
2019-07-27,22842.954944657853,Produto A,2019,7,50056.03017988504
2019-07-28,22781.85110238208,Produto A,2019,7,49924.65691899213
2019-07-29,13667.731493072852,Produto A,2019,7,30329.299758977293
2019-07-30,20098.771109677098,Produto A,2019,7,44156.03493467642
2019-07-31,17216.831188627428,Produto A,2019,7,37959.86410441963
2019-08-01,21328.335530936598,Produto A,2019,8,46799.59844038435
2019-08-02,19801.66872662173,Produto A,2019,8,43517.26481110738
2019-08-03,23873.302430877884,Produto A,2019,8,52271.27727525811
2019-08-04,21478.92715294248,Produto A,2019,8,47123.370427696995
2019-08-05,23373.192310996048,Produto A,2019,8,51196.04051751216
2019-08-06,18314.599687380258,Produto A,2019,8,40320.066376738214
2019-08-07,16384.326018602107,Produto A,2019,8,36169.97798886519
2019-08-08,18542.21933884811,Produto A,2019,8,40809.44862739409
2019-08-09,20129.271568827506,Produto A,2019,8,44221.610921849795
2019-08-10,21729.014708171417,Produto A,2019,8,47661.058671439205
2019-08-11,29321.089542889662,Produto A,2019,8,63984.01956608343
2019-08-12,20027.36562159433,Produto A,2019,8,44002.51313529847
2019-08-13,16337.894088010164,Produto A,2019,8,36070.14933809251
2019-08-14,18800.925589725877,Produto A,2019,8,41365.667066781294
2019-08-15,18325.99945437907,Produto A,2019,8,40344.57587578566
2019-08-16,22142.22219109724,Produto A,2019,8,48549.45475972973
2019-08-17,13976.261655672604,Produto A,2019,8,30992.639608566762
2019-08-18,20453.451932580934,Produto A,2019,8,44918.59870391967
2019-08-19,20829.97340030419,Produto A,2019,8,45728.11985952466
2019-08-20,21135.54702417671,Produto A,2019,8,46385.103150850584
2019-08-21,17786.037713517868,Produto A,2019,8,39183.65813293408
2019-08-22,19237.272055326004,Produto A,2019,8,42303.811967821566
2019-08-23,14447.642049528535,Produto A,2019,8,32006.107455357014
2019-08-24,18205.974310983464,Produto A,2019,8,40086.5218174851
2019-08-25,18005.925359844492,Produto A,2019,8,39656.41657253632
2019-08-26,21878.010086803635,Produto A,2019,8,47981.39873549847
2019-08-27,15529.335340303116,Produto A,2019,8,34331.74803052236
2019-08-28,23352.47793470495,Produto A,2019,8,51151.504608486306
2019-08-29,26232.728590656152,Produto A,2019,8,57344.043518781386
2019-08-30,11839.400468995356,Produto A,2019,8,26398.38805721068
2019-08-31,21919.232754881967,Produto A,2019,8,48070.02747186689
2019-09-01,22932.354645452127,Produto A,2019,9,50248.23953659273
2019-09-02,17625.0292908201,Produto A,2019,9,38837.49002413388
2019-09-03,18594.816413740315,Produto A,2019,9,40922.53233841233
2019-09-04,19662.428227703876,Produto A,2019,9,43217.897738433996
2019-09-05,18996.520428975826,Produto A,2019,9,41786.19597116869
2019-09-06,18951.20563098772,Produto A,2019,9,41688.76915549426
2019-09-07,13431.296630039556,Produto A,2019,9,29820.96480345571
2019-09-08,24852.11485859424,Produto A,2019,9,54375.723994848275
2019-09-09,24558.499874644684,Produto A,2019,9,53744.45177935673
2019-09-10,16914.635121333427,Produto A,2019,9,37310.14255973753
2019-09-11,14277.57856433345,Produto A,2019,9,31640.47096218758
2019-09-12,22303.05997111624,Produto A,2019,9,48895.25598677057
2019-09-13,17873.96817789484,Produto A,2019,9,39372.70863134456
2019-09-14,20772.206873489307,Produto A,2019,9,45603.92182687267
2019-09-15,18909.551851568107,Produto A,2019,9,41599.21352974209
2019-09-16,22991.43347682141,Produto A,2019,9,50375.25902403669
2019-09-17,23004.397042082954,Produto A,2019,9,50403.13068934901
2019-09-18,17269.03778576404,Produto A,2019,9,38072.10828826335
2019-09-19,14612.976348114766,Produto A,2019,9,32361.57619731741
2019-09-20,13807.09475156094,Produto A,2019,9,30628.930764726687
2019-09-21,22663.711932834896,Produto A,2019,9,49670.65770446569
2019-09-22,15398.38631706809,Produto A,2019,9,34050.207630567056
2019-09-23,18152.475561341897,Produto A,2019,9,39971.49950575574
2019-09-24,17791.08391273685,Produto A,2019,9,39194.507461254885
2019-09-25,19986.73325766357,Produto A,2019,9,43915.15355284734
2019-09-26,12380.302143991808,Produto A,2019,9,27561.32665845305
2019-09-27,20961.287973853483,Produto A,2019,9,46010.44619265565
2019-09-28,22314.471954242523,Produto A,2019,9,48919.791750492084
2019-09-29,20556.048387486346,Produto A,2019,9,45139.1810819663
2019-09-30,18943.641638681573,Produto A,2019,9,41672.50657203604
2019-10-01,20593.301871393345,Produto A,2019,10,45219.27607236635
2019-10-02,21811.34914369485,Produto A,2019,10,47838.077707814584
2019-10-03,9004.270449549187,Produto A,2019,10,20302.858515401414
2019-10-04,28097.973900716297,Produto A,2019,10,61354.320935410695
2019-10-05,21775.19683701385,Produto A,2019,10,47760.350248450435
2019-10-06,17565.574144321214,Produto A,2019,10,38709.66145916127
2019-10-07,18621.330270992465,Produto A,2019,10,40979.53713150446
2019-10-08,22193.729296936024,Produto A,2019,10,48660.19503728311
2019-10-09,19731.172294179232,Produto A,2019,10,43365.69748135601
2019-10-10,12000.096119098325,Produto A,2019,10,26743.88370493206
2019-10-11,28536.42217416893,Produto A,2019,10,62296.98472333386
2019-10-12,19753.63682609528,Produto A,2019,10,43413.99622497551
2019-10-13,24319.4574099084,Produto A,2019,10,53230.51048017372
2019-10-14,17405.502714646627,Produto A,2019,10,38365.50788536091
2019-10-15,26403.89054504453,Produto A,2019,10,57712.0417207164
2019-10-16,21356.25581574703,Produto A,2019,10,46859.62705272678
2019-10-17,22658.51140361187,Produto A,2019,10,49659.47656663618
2019-10-18,15979.266907498597,Produto A,2019,10,35299.10089999264
2019-10-19,25090.604679738746,Produto A,2019,10,54888.477110308966
2019-10-20,22985.485748391475,Produto A,2019,10,50362.47140791233
2019-10-21,25456.85507498346,Produto A,2019,10,55675.9154600851
2019-10-22,17663.782434167304,Produto A,2019,10,38920.80928233036
2019-10-23,18257.612495655343,Produto A,2019,10,40197.54391452965
2019-10-24,29503.215625247758,Produto A,2019,10,64375.59064315334
2019-10-25,15919.656107850393,Produto A,2019,10,35170.937680749004
2019-10-26,19651.03510866094,Produto A,2019,10,43193.40253249168
2019-10-27,24790.767322189684,Produto A,2019,10,54243.82679157848
2019-10-28,20594.613419632584,Produto A,2019,10,45222.09590108071
2019-10-29,22553.966958843797,Produto A,2019,10,49434.70601038482
2019-10-30,18587.024819836508,Produto A,2019,10,40905.780411519154
2019-10-31,21694.28567512828,Produto A,2019,10,47586.39125039647
2019-11-01,14925.24457269279,Produto A,2019,11,33032.95288016016
2019-11-02,26896.531684298243,Produto A,2019,11,58771.22017011188
2019-11-03,19723.85358577084,Produto A,2019,11,43349.96225827797
2019-11-04,17454.44041226072,Produto A,2019,11,38470.7239352312
2019-11-05,22891.85488524487,Produto A,2019,11,50161.16505214713
2019-11-06,18340.61349852502,Produto A,2019,11,40375.99607069945
2019-11-07,14813.264292475682,Produto A,2019,11,32792.195277693376
2019-11-08,14762.954711589473,Produto A,2019,11,32684.02967878803
2019-11-09,23002.455990562758,Produto A,2019,11,50398.95742858059
2019-11-10,19556.64245676537,Produto A,2019,11,42990.458330916204
2019-11-11,19661.113102058844,Produto A,2019,11,43215.07021829717
2019-11-12,24552.929488532147,Produto A,2019,11,53732.47544921478
2019-11-13,15650.877384240268,Produto A,2019,11,34593.06342498724
2019-11-14,17250.52323393184,Produto A,2019,11,38032.302001824115
2019-11-15,18646.855330526007,Produto A,2019,11,41034.416009501576
2019-11-16,20581.991717662342,Produto A,2019,11,45194.95924184469
2019-11-17,20030.711679688644,Produto A,2019,11,44009.707160201244
2019-11-18,19042.54951712955,Produto A,2019,11,41885.15851069919
2019-11-19,19952.152588337773,Produto A,2019,11,43840.80511379687
2019-11-20,19767.701294336235,Produto A,2019,11,43444.23483169357
2019-11-21,17295.23747902786,Produto A,2019,11,38128.43762878056
2019-11-22,16918.134312218634,Produto A,2019,11,37317.66582014072
2019-11-23,21309.497052489267,Produto A,2019,11,46759.095711722584
2019-11-24,16603.484894864054,Produto A,2019,11,36641.169572828374
2019-11-25,15527.599463387332,Produto A,2019,11,34328.015895153425
2019-11-26,18939.96388995445,Produto A,2019,11,41664.59941227273
2019-11-27,19564.340588730516,Produto A,2019,11,43007.00931464127
2019-11-28,29313.649482090164,Produto A,2019,11,63968.023435364514
2019-11-29,17355.420286092532,Produto A,2019,11,38257.8306639696
2019-11-30,24009.886807426818,Produto A,2019,11,52564.93368483832
2019-12-01,23219.146493518307,Produto A,2019,12,50864.84200993502
2019-12-02,15401.040270887317,Produto A,2019,12,34055.91363127839
2019-12-03,23324.3955227517,Produto A,2019,12,51091.12742278681
2019-12-04,15421.489974899385,Produto A,2019,12,34099.88049490433
2019-12-05,9464.262502969159,Produto A,2019,12,21291.841430254357
2019-12-06,22650.318239363183,Produto A,2019,12,49641.8612635015
2019-12-07,13111.713824078492,Produto A,2019,12,29133.86177063942
2019-12-08,22022.873356772285,Produto A,2019,12,48292.85476593107
2019-12-09,17439.96399493712,Produto A,2019,12,38439.59963798546
2019-12-10,26903.266115014707,Produto A,2019,12,58785.69919615228
2019-12-11,24516.64095443804,Produto A,2019,12,53654.45510091245
2019-12-12,18371.22812404809,Produto A,2019,12,40441.817515574054
2019-12-13,17424.511726666184,Produto A,2019,12,38406.37726120296
2019-12-14,15299.555446305942,Produto A,2019,12,33837.721258428435
2019-12-15,18421.55441080252,Produto A,2019,12,40550.019032096076
2019-12-16,19069.924510444955,Produto A,2019,12,41944.01474632731
2019-12-17,18729.36746774637,Produto A,2019,12,41211.817104525355
2019-12-18,20834.770167589806,Produto A,2019,12,45738.43290918874
2019-12-19,22538.069807829208,Produto A,2019,12,49400.52713570346
2019-12-20,21613.90469733844,Produto A,2019,12,47413.572148148305
2019-12-21,17116.386835265785,Produto A,2019,12,37743.9087446921
2019-12-22,14396.19802878923,Produto A,2019,12,31895.502810767506
2019-12-23,25711.979602637784,Produto A,2019,12,56224.433194541896
2019-12-24,17418.00419278735,Produto A,2019,12,38392.38606336346
2019-12-25,17568.038443462392,Produto A,2019,12,38714.9597023148
2019-12-26,18097.437556928115,Produto A,2019,12,39853.167796266105
2019-12-27,12759.68515646745,Produto A,2019,12,28377.00013527568
2019-12-28,18271.940971684515,Produto A,2019,12,40228.35013799237
2019-12-29,18265.149823035907,Produto A,2019,12,40213.74916839786
2019-12-30,22707.006808711107,Produto A,2019,12,49763.74168759954
2019-12-31,23022.369968095423,Produto A,2019,12,50441.77248027582
2020-01-01,20216.23439190853,Produto A,2020,1,44408.580991473995
2020-01-02,23965.66743142178,Produto A,2020,1,52469.86202642749
2020-01-03,21574.4585345571,Produto A,2020,1,47328.762898168425
2020-01-04,20137.64426912568,Produto A,2020,1,44239.61222749088
2020-01-05,20851.14979992482,Produto A,2020,1,45773.64911870902
2020-01-06,19430.759885931147,Produto A,2020,1,42719.810803622626
2020-01-07,18605.807963304862,Produto A,2020,1,40946.16416997611
2020-01-08,19119.35651094837,Produto A,2020,1,42050.29354740966
2020-01-09,15643.834220861172,Produto A,2020,1,34577.92062372218
2020-01-10,21333.98448947784,Produto A,2020,1,46811.743701248015
2020-01-11,16188.780611844497,Produto A,2020,1,35749.55536433633
2020-01-12,23601.19030685749,Produto A,2020,1,51686.23620861426
2020-01-13,19193.187336149764,Produto A,2020,1,42209.02982159265
2020-01-14,20400.959725866367,Produto A,2020,1,44805.74045948335
2020-01-15,22196.10057617506,Produto A,2020,1,48665.29328764704
2020-01-16,22799.990438854227,Produto A,2020,1,49963.656492407245
2020-01-17,13855.68142912085,Produto A,2020,1,30733.39212148049
2020-01-18,19365.109148297557,Produto A,2020,1,42578.661717710405
2020-01-19,23756.922804806356,Produto A,2020,1,52021.06107920432
2020-01-20,13340.652489493692,Produto A,2020,1,29626.0799012821
2020-01-21,21765.613120596056,Produto A,2020,1,47739.74525815218
2020-01-22,11088.520513215157,Produto A,2020,1,24783.99615228325
2020-01-23,16070.072351712162,Produto A,2020,1,35494.33260505181
2020-01-24,20357.06742943436,Produto A,2020,1,44711.37202215453
2020-01-25,13507.87098661931,Produto A,2020,1,29985.59967010218
2020-01-26,16219.53661975603,Produto A,2020,1,35815.68078134613
2020-01-27,14254.786569847109,Produto A,2020,1,31591.468174041947
2020-01-28,26859.465126118546,Produto A,2020,1,58691.527070025535
2020-01-29,20864.480132168832,Produto A,2020,1,45802.30933303365
2020-01-30,22492.852722524785,Produto A,2020,1,49303.31040229895
2020-01-31,19301.392593918776,Produto A,2020,1,42441.67112579603
2020-02-01,18774.135735020915,Produto A,2020,2,41308.06887916563
2020-02-02,13671.444277849829,Produto A,2020,2,30337.282246247796
2020-02-03,19022.977054498635,Produto A,2020,2,41843.077716042724
2020-02-04,17125.57146428104,Produto A,2020,2,37763.6556970749
2020-02-05,23668.01265414104,Produto A,2020,2,51829.90425527389
2020-02-06,24812.051541296598,Produto A,2020,2,54289.58786265834
2020-02-07,26126.978010919684,Produto A,2020,2,57116.679772347976
2020-02-08,23646.30983542338,Produto A,2020,2,51783.243195030926
2020-02-09,17783.438094831134,Produto A,2020,2,39178.068952757596
2020-02-10,15693.776176720005,Produto A,2020,2,34685.29582881867
2020-02-11,23299.319253846148,Produto A,2020,2,51037.21344463988
2020-02-12,21641.422982588047,Produto A,2020,2,47472.73646143496
2020-02-13,13057.104659264794,Produto A,2020,2,29016.45206628997
2020-02-14,21638.146442684832,Produto A,2020,2,47465.69190064305
2020-02-15,23492.66008285098,Produto A,2020,2,51452.89622700027
2020-02-16,20440.059380293784,Produto A,2020,2,44889.804716502294
2020-02-17,19454.383169122262,Produto A,2020,2,42770.60086248352
2020-02-18,16939.100110029918,Produto A,2020,2,37362.742285434986
2020-02-19,14357.99981376391,Produto A,2020,2,31813.37664846307
2020-02-20,23435.20371533371,Produto A,2020,2,51329.365036838135
2020-02-21,18953.177643122293,Produto A,2020,2,41693.00898158359
2020-02-22,19258.794687363483,Produto A,2020,2,42350.085626702145
2020-02-23,27202.193595153294,Produto A,2020,2,59428.39327845024
2020-02-24,22967.38447171113,Produto A,2020,2,50323.55366304959
2020-02-25,21700.13300517565,Produto A,2020,2,47598.963009998304
2020-02-26,20775.929692956437,Produto A,2020,2,45611.925888727
2020-02-27,26342.779237493727,Produto A,2020,2,57580.65240948217
2020-02-28,27149.140801961432,Produto A,2020,2,59314.32977308774
2020-02-29,23957.20065037729,Produto A,2020,2,52451.658447181835
2020-03-01,22555.18734924761,Produto A,2020,3,49437.32984975303
